title,author_name,author_position,author_id
Alleviating Spurious Correlations in Knowledge-aware Recommendations through Counterfactual Generator,jingyuan wang,3,2115891766
Alleviating Spurious Correlations in Knowledge-aware Recommendations through Counterfactual Generator,bolin ding,4,1696332
Alleviating Spurious Correlations in Knowledge-aware Recommendations through Counterfactual Generator,ji-rong wen,5,153693432
NAS-CTR: Efficient Neural Architecture Search for Click-Through Rate Prediction,guanghui zhu,0,48924179
NAS-CTR: Efficient Neural Architecture Search for Click-Through Rate Prediction,feng cheng,1,2091498573
NAS-CTR: Efficient Neural Architecture Search for Click-Through Rate Prediction,defu lian,2,1862782
NAS-CTR: Efficient Neural Architecture Search for Click-Through Rate Prediction,chunfeng yuan,3,2034987
NAS-CTR: Efficient Neural Architecture Search for Click-Through Rate Prediction,yihua huang,4,2339847
Exploiting Variational Domain-Invariant User Embedding for Partially Overlapped Cross Domain Recommendation,weiming liu,0,2109584311
Exploiting Variational Domain-Invariant User Embedding for Partially Overlapped Cross Domain Recommendation,xiaolin zheng,1,1687974
Exploiting Variational Domain-Invariant User Embedding for Partially Overlapped Cross Domain Recommendation,jiajie su,2,
Exploiting Variational Domain-Invariant User Embedding for Partially Overlapped Cross Domain Recommendation,mengling hu,3,2154584216
Exploiting Variational Domain-Invariant User Embedding for Partially Overlapped Cross Domain Recommendation,yanchao tan,4,
Exploiting Variational Domain-Invariant User Embedding for Partially Overlapped Cross Domain Recommendation,chaochao chen,5,2145762399
Analyzing and Simulating User Utterance Reformulation in Conversational Recommender Systems,shuo zhang,0,1390852432
Analyzing and Simulating User Utterance Reformulation in Conversational Recommender Systems,mu chun wang,1,2119075660
Analyzing and Simulating User Utterance Reformulation in Conversational Recommender Systems,krisztian balog,2,1680484
Meta-Knowledge Transfer for Inductive Knowledge Graph Embedding,mingyang chen,0,48622851
Meta-Knowledge Transfer for Inductive Knowledge Graph Embedding,wen zhang,1,2155281129
Meta-Knowledge Transfer for Inductive Knowledge Graph Embedding,yushan zhu,2,2145160040
Meta-Knowledge Transfer for Inductive Knowledge Graph Embedding,hongting zhou,3,2157474956
Meta-Knowledge Transfer for Inductive Knowledge Graph Embedding,zonggang yuan,4,1617854355
Meta-Knowledge Transfer for Inductive Knowledge Graph Embedding,changliang xu,5,2115472815
Meta-Knowledge Transfer for Inductive Knowledge Graph Embedding,huajun chen,6,14499025
HAKG: Hierarchy-Aware Knowledge Gated Network for Recommendation,yuntao du,0,151480027
HAKG: Hierarchy-Aware Knowledge Gated Network for Recommendation,xinjun zhu,1,2152512816
HAKG: Hierarchy-Aware Knowledge Gated Network for Recommendation,lu chen,2,2115384591
HAKG: Hierarchy-Aware Knowledge Gated Network for Recommendation,baihua zheng,3,40116832
HAKG: Hierarchy-Aware Knowledge Gated Network for Recommendation,yunjun gao,4,1409828392
Self-Guided Learning to Denoise for Robust Recommendation,yunjun gao,0,1409828392
Self-Guided Learning to Denoise for Robust Recommendation,yuntao du,1,151480027
Self-Guided Learning to Denoise for Robust Recommendation,yujia hu,2,2124479224
Self-Guided Learning to Denoise for Robust Recommendation,lu chen,3,2115384591
Self-Guided Learning to Denoise for Robust Recommendation,xinjun zhu,4,2152512816
Self-Guided Learning to Denoise for Robust Recommendation,ziquan fang,5,1726018749
Self-Guided Learning to Denoise for Robust Recommendation,baihua zheng,6,40116832
MetaCare++: Meta-Learning with Hierarchical Subtyping for Cold-Start Diagnosis Prediction in Healthcare Data,yanchao tan,0,30497353
MetaCare++: Meta-Learning with Hierarchical Subtyping for Cold-Start Diagnosis Prediction in Healthcare Data,carl yang,1,1390553618
MetaCare++: Meta-Learning with Hierarchical Subtyping for Cold-Start Diagnosis Prediction in Healthcare Data,xiangyu wei,2,2152145046
MetaCare++: Meta-Learning with Hierarchical Subtyping for Cold-Start Diagnosis Prediction in Healthcare Data,chaochao chen,3,1694815
MetaCare++: Meta-Learning with Hierarchical Subtyping for Cold-Start Diagnosis Prediction in Healthcare Data,weiming liu,4,2109584311
MetaCare++: Meta-Learning with Hierarchical Subtyping for Cold-Start Diagnosis Prediction in Healthcare Data,longfei li,5,2151580
MetaCare++: Meta-Learning with Hierarchical Subtyping for Cold-Start Diagnosis Prediction in Healthcare Data,jun zhou,6,2151548940
MetaCare++: Meta-Learning with Hierarchical Subtyping for Cold-Start Diagnosis Prediction in Healthcare Data,xiaolin zheng,7,2152196684
AutoGSR: Neural Architecture Search for Graph-based Session Recommendation,jingfan chen,0,2108110907
AutoGSR: Neural Architecture Search for Graph-based Session Recommendation,guanghui zhu,1,48924179
AutoGSR: Neural Architecture Search for Graph-based Session Recommendation,haojun hou,2,2158816351
AutoGSR: Neural Architecture Search for Graph-based Session Recommendation,chunfeng yuan,3,2034987
AutoGSR: Neural Architecture Search for Graph-based Session Recommendation,yihua huang,4,2339847
Learning Graph-based Disentangled Representations for Next POI Recommendation,zhaobo wang,0,2144713105
Learning Graph-based Disentangled Representations for Next POI Recommendation,yanmin zhu,1,153514206
Learning Graph-based Disentangled Representations for Next POI Recommendation,haobing liu,2,2143857288
Learning Graph-based Disentangled Representations for Next POI Recommendation,chunyang wang,3,2117977668
Interpreting Patient Descriptions using Distantly Supervised Similar Case Retrieval,israa alghanmi,0,2008208677
Interpreting Patient Descriptions using Distantly Supervised Similar Case Retrieval,luis espinosa-anke,1,2254466
Interpreting Patient Descriptions using Distantly Supervised Similar Case Retrieval,steven schockaert,2,2265382
Risk-Sensitive Deep Neural Learning to Rank,pedro henrique silva rodrigues,0,2001041773
Risk-Sensitive Deep Neural Learning to Rank,daniel xavier sousa,1,1932834
Risk-Sensitive Deep Neural Learning to Rank,thierson couto rosa,2,2175355655
Risk-Sensitive Deep Neural Learning to Rank,marcos andre goncalves,3,2290227
BERT-ER: Query-Specific BERT Entity Representations for Entity Ranking,shubham chatterjee,0,2113355478
BERT-ER: Query-Specific BERT Entity Representations for Entity Ranking,laura dietz,1,145798497
Conversational Question Answering on Heterogeneous Sources,philipp christmann,0,1389567580
Conversational Question Answering on Heterogeneous Sources,rishiraj saha roy,1,40075164
Conversational Question Answering on Heterogeneous Sources,gerhard weikum,2,1751591
Human preferences as dueling bandits,xinyi yan,0,2116538878
Human preferences as dueling bandits,chengxi luo,1,143884453
Human preferences as dueling bandits,charles clarke,2,1751287
Human preferences as dueling bandits,nick craswell,3,1703980
Human preferences as dueling bandits,ellen voorhees,4,1746656
Human preferences as dueling bandits,pablo castells,5,2912921
A Non-Factoid Question-Answering Taxonomy,valeriia bolotova,0,2175278347
A Non-Factoid Question-Answering Taxonomy,vladislav blinov,1,2053302599
A Non-Factoid Question-Answering Taxonomy,falk scholer,2,1732541
A Non-Factoid Question-Answering Taxonomy,bruce croft,3,144456145
A Non-Factoid Question-Answering Taxonomy,mark sanderson,4,144721996
Graph Adaptive Semantic Transfer for Cross-domain Sentiment Classification,kai zhang,0,71332119
Graph Adaptive Semantic Transfer for Cross-domain Sentiment Classification,qi liu,1,50384171
Graph Adaptive Semantic Transfer for Cross-domain Sentiment Classification,zhenya huang,2,3374015
Graph Adaptive Semantic Transfer for Cross-domain Sentiment Classification,mengdi zhang,3,1491233507
Graph Adaptive Semantic Transfer for Cross-domain Sentiment Classification,kun zhang,4,2119017721
Graph Adaptive Semantic Transfer for Cross-domain Sentiment Classification,cheng mingyue,5,2227868312
Graph Adaptive Semantic Transfer for Cross-domain Sentiment Classification,wei wu,6,2118256000
Graph Adaptive Semantic Transfer for Cross-domain Sentiment Classification,enhong chen,7,48985404
Axiomatically Regularized Pre-training for Ad hoc Search,jia chen,0,123878913
Axiomatically Regularized Pre-training for Ad hoc Search,yiqun liu,1,1783406
Axiomatically Regularized Pre-training for Ad hoc Search,yan fang,2,2112742917
Axiomatically Regularized Pre-training for Ad hoc Search,jiaxin mao,3,3340223
Axiomatically Regularized Pre-training for Ad hoc Search,hui fang,4,145344526
Axiomatically Regularized Pre-training for Ad hoc Search,shenghao yang,5,2144996249
Axiomatically Regularized Pre-training for Ad hoc Search,xiaohui xie,6,2111366555
Axiomatically Regularized Pre-training for Ad hoc Search,min zhang,7,39767557
Axiomatically Regularized Pre-training for Ad hoc Search,shaoping ma,8,8093158
Bit-aware Semantic Transformer Hashing for Multi-modal Retrieval,wentao tan,0,2087228450
Bit-aware Semantic Transformer Hashing for Multi-modal Retrieval,lei zhu,1,145081293
Bit-aware Semantic Transformer Hashing for Multi-modal Retrieval,weili guan,2,15880069
Bit-aware Semantic Transformer Hashing for Multi-modal Retrieval,jingjing li,3,31115284
Bit-aware Semantic Transformer Hashing for Multi-modal Retrieval,zhiyong cheng,4,13167100
Logiformer: A Two-Branch Graph Transformer Network for Interpretable Logical Reasoning,fangzhi xu,0,2143943979
Logiformer: A Two-Branch Graph Transformer Network for Interpretable Logical Reasoning,jun liu,1,2155648333
Logiformer: A Two-Branch Graph Transformer Network for Interpretable Logical Reasoning,qika lin,2,144562160
Logiformer: A Two-Branch Graph Transformer Network for Interpretable Logical Reasoning,yudai pan,3,1452348450
Logiformer: A Two-Branch Graph Transformer Network for Interpretable Logical Reasoning,lingling zhang,4,2145417611
A Flexible Framework for Offline Effectiveness Metrics,alistair moffat,0,144448479
A Flexible Framework for Offline Effectiveness Metrics,joel mackenzie,1,47470313
A Flexible Framework for Offline Effectiveness Metrics,paul thomas,2,
A Flexible Framework for Offline Effectiveness Metrics,leif azzopardi,3,1716332
GETNext: Trajectory Flow Map Enhanced Transformer for Next POI Recommendation,song yang,0,2143935646
GETNext: Trajectory Flow Map Enhanced Transformer for Next POI Recommendation,jiamou liu,1,2108326935
GETNext: Trajectory Flow Map Enhanced Transformer for Next POI Recommendation,kaiqi zhao,2,26048494
What Makes The Story Forward? Inferring Commonsense Explanations as Prompts for Future Event Generation,li lin,0,2111439896
What Makes The Story Forward? Inferring Commonsense Explanations as Prompts for Future Event Generation,yixin cao,1,145014675
What Makes The Story Forward? Inferring Commonsense Explanations as Prompts for Future Event Generation,lifu huang,2,34170717
What Makes The Story Forward? Inferring Commonsense Explanations as Prompts for Future Event Generation,shu'ang li,3,2133436155
What Makes The Story Forward? Inferring Commonsense Explanations as Prompts for Future Event Generation,xuming hu,4,2109906988
What Makes The Story Forward? Inferring Commonsense Explanations as Prompts for Future Event Generation,lijie wen,5,40650846
What Makes The Story Forward? Inferring Commonsense Explanations as Prompts for Future Event Generation,jianmin wang,6,2016222572
Recognizing Medical Search Query Intent by Few-shot Learning,yaqing wang,0,2115793087
Recognizing Medical Search Query Intent by Few-shot Learning,song wang,1,2143256075
Recognizing Medical Search Query Intent by Few-shot Learning,li yanyan,2,2135367150
Recognizing Medical Search Query Intent by Few-shot Learning,dejing dou,3,1721158
Ranking Interruptus: When Truncated Rankings Are Better and How to Measure That,enrique amigo,0,1688716
Ranking Interruptus: When Truncated Rankings Are Better and How to Measure That,stefano mizzaro,1,1726978
Ranking Interruptus: When Truncated Rankings Are Better and How to Measure That,damiano spina,2,1630446247
A Dual-Expert Framework for Event Argument Extraction,rui li,0,2150925926
A Dual-Expert Framework for Event Argument Extraction,wenlin zhao,1,2155577687
A Dual-Expert Framework for Event Argument Extraction,cheng yang,2,2154173140
A Dual-Expert Framework for Event Argument Extraction,sen su,3,3185257
Few-shot Node Classification on Attributed Networks with Graph Meta-learning,yonghao liu,0,2108833052
Few-shot Node Classification on Attributed Networks with Graph Meta-learning,mengyu li,1,31289209
Few-shot Node Classification on Attributed Networks with Graph Meta-learning,ximing li,2,2108691206
Few-shot Node Classification on Attributed Networks with Graph Meta-learning,fausto giunchiglia,3,1720285
Few-shot Node Classification on Attributed Networks with Graph Meta-learning,xiaoyue feng,4,2190042195
Few-shot Node Classification on Attributed Networks with Graph Meta-learning,renchu guan,5,144479376
Adaptable Text Matching via Meta-Weight Regulator,bo zhang,0,2208118573
Adaptable Text Matching via Meta-Weight Regulator,chen zhang,1,145107889
Adaptable Text Matching via Meta-Weight Regulator,fang ma,2,2163587600
Adaptable Text Matching via Meta-Weight Regulator,dawei song,3,48437245
Ada-Ranker: A Data Distribution Adaptive Ranking Paradigm for Sequential Recommendation,xinyan fan,0,46515856
Ada-Ranker: A Data Distribution Adaptive Ranking Paradigm for Sequential Recommendation,jianxun lian,1,2813328
Ada-Ranker: A Data Distribution Adaptive Ranking Paradigm for Sequential Recommendation,wayne xin zhao,2,2542603
Ada-Ranker: A Data Distribution Adaptive Ranking Paradigm for Sequential Recommendation,zheng liu,3,2145976175
Ada-Ranker: A Data Distribution Adaptive Ranking Paradigm for Sequential Recommendation,chaozhuo li,4,2869810
Ada-Ranker: A Data Distribution Adaptive Ranking Paradigm for Sequential Recommendation,xing xie,5,2110972323
Offline Evaluation of Ranked Lists using Parametric Estimation of Propensities,vishwa vinay,0,3121908
Offline Evaluation of Ranked Lists using Parametric Estimation of Propensities,manoj kilaru,1,66814047
Offline Evaluation of Ranked Lists using Parametric Estimation of Propensities,david arbour,2,144004920
Learning to Denoise Unreliable Interactions for Graph Collaborative Filtering,changxin tian,0,2072927117
Learning to Denoise Unreliable Interactions for Graph Collaborative Filtering,yuexiang xie,1,52133762
Learning to Denoise Unreliable Interactions for Graph Collaborative Filtering,yaliang li,2,2110479359
Learning to Denoise Unreliable Interactions for Graph Collaborative Filtering,nan yang,3,2153402103
Learning to Denoise Unreliable Interactions for Graph Collaborative Filtering,wayne xin zhao,4,2542603
A Weakly Supervised Propagation Model for Rumor Verification and Stance Detection with Multiple Instance Learning,ruichao yang,0,1713791305
A Weakly Supervised Propagation Model for Rumor Verification and Stance Detection with Multiple Instance Learning,jing ma,1,46282607
A Weakly Supervised Propagation Model for Rumor Verification and Stance Detection with Multiple Instance Learning,hongzhan lin,2,2109380683
A Weakly Supervised Propagation Model for Rumor Verification and Stance Detection with Multiple Instance Learning,wei gao,3,145816335
INMO: A Model-Agnostic and Scalable Module for Inductive Collaborative Filtering,yunfan wu,0,2144364879
INMO: A Model-Agnostic and Scalable Module for Inductive Collaborative Filtering,qi cao,1,2057766936
INMO: A Model-Agnostic and Scalable Module for Inductive Collaborative Filtering,huawei shen,2,2476503
INMO: A Model-Agnostic and Scalable Module for Inductive Collaborative Filtering,shuchang tao,3,32504908
INMO: A Model-Agnostic and Scalable Module for Inductive Collaborative Filtering,xueqi cheng,4,2110251463
Video Moment Retrieval from Text Queries via Single Frame Annotation,ran cui,0,8159002
Video Moment Retrieval from Text Queries via Single Frame Annotation,tianwen qian,1,2162961341
Video Moment Retrieval from Text Queries via Single Frame Annotation,pai peng,2,2072677192
Video Moment Retrieval from Text Queries via Single Frame Annotation,elena daskalaki,3,37927265
Video Moment Retrieval from Text Queries via Single Frame Annotation,jingjing chen,4,2108536365
Video Moment Retrieval from Text Queries via Single Frame Annotation,xiaowei guo,5,152978186
Video Moment Retrieval from Text Queries via Single Frame Annotation,huyang sun,6,52177693
Video Moment Retrieval from Text Queries via Single Frame Annotation,yu-gang jiang,7,1717861
ProFairRec: Provider Fairness-aware News Recommendation,tao qi,0,50329599
ProFairRec: Provider Fairness-aware News Recommendation,fangzhao wu,1,2397264
ProFairRec: Provider Fairness-aware News Recommendation,chuhan wu,2,15161448
ProFairRec: Provider Fairness-aware News Recommendation,peijie sun,3,2075416674
ProFairRec: Provider Fairness-aware News Recommendation,le wu,4,2688093
ProFairRec: Provider Fairness-aware News Recommendation,xiting wang,5,2108045320
ProFairRec: Provider Fairness-aware News Recommendation,yongfeng huang,6,2145525387
ProFairRec: Provider Fairness-aware News Recommendation,xing xie,7,2149195520
Multi-Faceted Global Item Relation Learning for Session-Based Recommendation,qilong han,0,2067612513
Multi-Faceted Global Item Relation Learning for Session-Based Recommendation,chi zhang,1,2117835555
Multi-Faceted Global Item Relation Learning for Session-Based Recommendation,rui chen,2,2118230159
Multi-Faceted Global Item Relation Learning for Session-Based Recommendation,riwei lai,3,2006853842
Multi-Faceted Global Item Relation Learning for Session-Based Recommendation,hongtao song,4,2122383575
Multi-Faceted Global Item Relation Learning for Session-Based Recommendation,li li,5,2156056653
ReCANet: A Repeat Consumption-Aware Neural Network for Next Basket Recommendation in Grocery Shopping,mozhdeh ariannezhad,0,3429661
ReCANet: A Repeat Consumption-Aware Neural Network for Next Basket Recommendation in Grocery Shopping,sami jullien,1,2130153188
ReCANet: A Repeat Consumption-Aware Neural Network for Next Basket Recommendation in Grocery Shopping,ming li,2,2150654536
ReCANet: A Repeat Consumption-Aware Neural Network for Next Basket Recommendation in Grocery Shopping,min fang,3,2147389573
ReCANet: A Repeat Consumption-Aware Neural Network for Next Basket Recommendation in Grocery Shopping,sebastian schelter,4,2180399
ReCANet: A Repeat Consumption-Aware Neural Network for Next Basket Recommendation in Grocery Shopping,maarten de rijke,5,1696030
Neighbour Interaction based Click-Through Rate Prediction via Graph-masked Transformer,erxue min,0,19262845
Neighbour Interaction based Click-Through Rate Prediction via Graph-masked Transformer,yu rong,1,48537464
Neighbour Interaction based Click-Through Rate Prediction via Graph-masked Transformer,tingyang xu,2,1754673
Neighbour Interaction based Click-Through Rate Prediction via Graph-masked Transformer,yatao bian,3,2419616
Neighbour Interaction based Click-Through Rate Prediction via Graph-masked Transformer,peilin zhao,4,144259957
Neighbour Interaction based Click-Through Rate Prediction via Graph-masked Transformer,luo da,5,2061548356
Neighbour Interaction based Click-Through Rate Prediction via Graph-masked Transformer,kangyi lin,6,2151795425
Neighbour Interaction based Click-Through Rate Prediction via Graph-masked Transformer,sophia ananiadou,7,1881965
Neighbour Interaction based Click-Through Rate Prediction via Graph-masked Transformer,junzhou huang,8,1768190
COSPLAY: Concept Set Guided Personalized Dialogue System,chen xu,0,2153076594
COSPLAY: Concept Set Guided Personalized Dialogue System,piji li,1,2109069108
COSPLAY: Concept Set Guided Personalized Dialogue System,wei wang,2,2158628501
COSPLAY: Concept Set Guided Personalized Dialogue System,haoran yang,3,2115538342
COSPLAY: Concept Set Guided Personalized Dialogue System,siyun wang,4,2116422966
COSPLAY: Concept Set Guided Personalized Dialogue System,chuangbai xiao,5,2863393
CAPTOR: A Crowd-Aware Pre-Travel Recommender System for Out-of-Town Users,haoran xin,0,2057309402
CAPTOR: A Crowd-Aware Pre-Travel Recommender System for Out-of-Town Users,xinjiang lu,1,48574631
CAPTOR: A Crowd-Aware Pre-Travel Recommender System for Out-of-Town Users,nengjun zhu,2,3461677
CAPTOR: A Crowd-Aware Pre-Travel Recommender System for Out-of-Town Users,tong xu,3,41157498
CAPTOR: A Crowd-Aware Pre-Travel Recommender System for Out-of-Town Users,dejing dou,4,1721158
CAPTOR: A Crowd-Aware Pre-Travel Recommender System for Out-of-Town Users,hui xiong,5,2093122576
LoL: A Comparative Regularization Loss over Query Reformulation Losses for Pseudo-Relevance Feedback,yunchang zhu,0,1713616829
LoL: A Comparative Regularization Loss over Query Reformulation Losses for Pseudo-Relevance Feedback,liang pang,1,2111815778
LoL: A Comparative Regularization Loss over Query Reformulation Losses for Pseudo-Relevance Feedback,yanyan lan,2,37510256
LoL: A Comparative Regularization Loss over Query Reformulation Losses for Pseudo-Relevance Feedback,huawei shen,3,2476503
LoL: A Comparative Regularization Loss over Query Reformulation Losses for Pseudo-Relevance Feedback,xueqi cheng,4,1717004
Improving Implicit Alternating Least Squares with Ring-based Regularization,rui fan,0,2175280985
Improving Implicit Alternating Least Squares with Ring-based Regularization,jin chen,1,2108459889
Improving Implicit Alternating Least Squares with Ring-based Regularization,jin zhang,2,2117170420
Improving Implicit Alternating Least Squares with Ring-based Regularization,defu lian,3,1862782
Improving Implicit Alternating Least Squares with Ring-based Regularization,enhong chen,4,2227868312
Probabilistic Permutation Graph Search: Black-Box Optimization for Fairness in Ranking,ali vardasbi,0,3096714
Probabilistic Permutation Graph Search: Black-Box Optimization for Fairness in Ranking,fatemeh sarvi,1,49554487
Probabilistic Permutation Graph Search: Black-Box Optimization for Fairness in Ranking,maarten de rijke,2,1696030
Offline Retrieval Evaluation Without Evaluation Metrics,fernando diaz,0,145472333
Offline Retrieval Evaluation Without Evaluation Metrics,andres ferraro,1,90139756
Multi-Behavior Sequential Transformer Recommender,enming yuan,0,1601384914
Multi-Behavior Sequential Transformer Recommender,wei guo,1,2109155646
Multi-Behavior Sequential Transformer Recommender,zhicheng he,2,2175453540
Multi-Behavior Sequential Transformer Recommender,huifeng guo,3,3339005
Multi-Behavior Sequential Transformer Recommender,chengkai liu,4,2175305201
Multi-Behavior Sequential Transformer Recommender,ruiming tang,5,2824766
ADPL: Adversarial Prompt-based Domain Adaptation for Dialogue Summarization with Knowledge Disentanglement,lulu zhao,0,2144042552
ADPL: Adversarial Prompt-based Domain Adaptation for Dialogue Summarization with Knowledge Disentanglement,fujia zheng,1,2146483739
ADPL: Adversarial Prompt-based Domain Adaptation for Dialogue Summarization with Knowledge Disentanglement,weihao zeng,2,2069640466
ADPL: Adversarial Prompt-based Domain Adaptation for Dialogue Summarization with Knowledge Disentanglement,keqing he,3,2058349088
ADPL: Adversarial Prompt-based Domain Adaptation for Dialogue Summarization with Knowledge Disentanglement,ruotong geng,4,2175276597
ADPL: Adversarial Prompt-based Domain Adaptation for Dialogue Summarization with Knowledge Disentanglement,huixing jiang,5,2309680
ADPL: Adversarial Prompt-based Domain Adaptation for Dialogue Summarization with Knowledge Disentanglement,wei wu,6,2118974140
ADPL: Adversarial Prompt-based Domain Adaptation for Dialogue Summarization with Knowledge Disentanglement,weiran xu,7,1753096
Aspect Feature Distillation and Enhancement Network for Aspect-based Sentiment Analysis,rui liu,0,144207288
Aspect Feature Distillation and Enhancement Network for Aspect-based Sentiment Analysis,jiahao cao,1,2115872285
Aspect Feature Distillation and Enhancement Network for Aspect-based Sentiment Analysis,nannan sun,2,2056680201
Aspect Feature Distillation and Enhancement Network for Aspect-based Sentiment Analysis,lei jiang,3,2112654557
Deployable and Continuable Meta-Learning-Based Recommender System with Fast User-Incremental Updates,renchu guan,0,144479376
Deployable and Continuable Meta-Learning-Based Recommender System with Fast User-Incremental Updates,haoyu pang,1,9228281
Deployable and Continuable Meta-Learning-Based Recommender System with Fast User-Incremental Updates,fausto giunchiglia,2,1720285
Deployable and Continuable Meta-Learning-Based Recommender System with Fast User-Incremental Updates,ximing li,3,2108691206
Deployable and Continuable Meta-Learning-Based Recommender System with Fast User-Incremental Updates,xuefeng yang,4,2145180644
Deployable and Continuable Meta-Learning-Based Recommender System with Fast User-Incremental Updates,xiaoyue feng,5,2190042195
Multimodal Disentanglement Variational AutoEncoders for Zero-Shot Cross-Modal Retrieval,jialin tian,0,2087131827
Multimodal Disentanglement Variational AutoEncoders for Zero-Shot Cross-Modal Retrieval,kai wang,1,2175316115
Multimodal Disentanglement Variational AutoEncoders for Zero-Shot Cross-Modal Retrieval,xing xu,2,47158869
Multimodal Disentanglement Variational AutoEncoders for Zero-Shot Cross-Modal Retrieval,zuo cao,3,2117448524
Multimodal Disentanglement Variational AutoEncoders for Zero-Shot Cross-Modal Retrieval,fumin shen,4,144618699
Multimodal Disentanglement Variational AutoEncoders for Zero-Shot Cross-Modal Retrieval,heng tao shen,5,1724393
Explainable Fairness for Feature-aware Recommender Systems,yingqiang ge,0,152988336
Explainable Fairness for Feature-aware Recommender Systems,juntao tan,1,2110449137
Explainable Fairness for Feature-aware Recommender Systems,yan zhu,2,2153095583
Explainable Fairness for Feature-aware Recommender Systems,yinglong xia,3,35846319
Explainable Fairness for Feature-aware Recommender Systems,jiebo luo,4,2116783457
Explainable Fairness for Feature-aware Recommender Systems,shuchang liu,5,50152132
Explainable Fairness for Feature-aware Recommender Systems,zuohui fu,6,2011378
Explainable Fairness for Feature-aware Recommender Systems,shijie geng,7,1947101
Explainable Fairness for Feature-aware Recommender Systems,zelong li,8,2109968285
Explainable Fairness for Feature-aware Recommender Systems,yongfeng zhang,9,2145038716
Graph Trend Filtering Networks for Recommendation,wenqi fan,0,41031455
Graph Trend Filtering Networks for Recommendation,xiaorui liu,1,2124928119
Graph Trend Filtering Networks for Recommendation,wei jin,2,144767914
Graph Trend Filtering Networks for Recommendation,xiangyu zhao,3,2116710405
Graph Trend Filtering Networks for Recommendation,jiliang tang,4,1736632
Graph Trend Filtering Networks for Recommendation,qing li,5,2117897052
AutoLossGen: Automatic Loss Function Generation for Recommender Systems,zelong li,0,2109968285
AutoLossGen: Automatic Loss Function Generation for Recommender Systems,jianchao ji,1,2111810606
AutoLossGen: Automatic Loss Function Generation for Recommender Systems,yingqiang ge,2,152988336
AutoLossGen: Automatic Loss Function Generation for Recommender Systems,yongfeng zhang,3,2145038716
Measuring Fairness in Ranked Results: An Analytical and Empirical Comparison,amifa raj,0,1920784888
Measuring Fairness in Ranked Results: An Analytical and Empirical Comparison,michael ekstrand,1,2386667
Entity-aware Transformers for Entity Search,emma gerritse,0,35903921
Entity-aware Transformers for Entity Search,faegheh hasibi,1,1951737
Entity-aware Transformers for Entity Search,arjen de vries,2,144509504
Optimizing generalized Gini indices for fairness in rankings,virginie do,0,2086828576
Optimizing generalized Gini indices for fairness in rankings,nicolas usunier,1,1746841
Co-clustering Interactions via Attentive Hypergraph Neural Network,tianchi yang,0,2800519
Co-clustering Interactions via Attentive Hypergraph Neural Network,cheng yang,1,2154170623
Co-clustering Interactions via Attentive Hypergraph Neural Network,luhao zhang,2,2156145866
Co-clustering Interactions via Attentive Hypergraph Neural Network,chuan shi,3,2086996232
Co-clustering Interactions via Attentive Hypergraph Neural Network,maodi hu,4,1961492
Co-clustering Interactions via Attentive Hypergraph Neural Network,huaijun liu,5,2145489420
Co-clustering Interactions via Attentive Hypergraph Neural Network,tao li,6,50289773
Co-clustering Interactions via Attentive Hypergraph Neural Network,dong wang,7,2152692071
A Study of Cross-Session Cross-Device Search within an Academic Digital Library,sebastian gomes,0,32193590
A Study of Cross-Session Cross-Device Search within an Academic Digital Library,miriam boon,1,31805906
A Study of Cross-Session Cross-Device Search within an Academic Digital Library,orland hoeber,2,1679276
"A Multitask Framework for Sentiment, Emotion and Sarcasm aware Cyberbullying Detection in Multi-modal Code-Mixed Memes",krishanu maity,0,144960451
"A Multitask Framework for Sentiment, Emotion and Sarcasm aware Cyberbullying Detection in Multi-modal Code-Mixed Memes",prince jha,1,2165947844
"A Multitask Framework for Sentiment, Emotion and Sarcasm aware Cyberbullying Detection in Multi-modal Code-Mixed Memes",sriparna saha,2,145470045
"A Multitask Framework for Sentiment, Emotion and Sarcasm aware Cyberbullying Detection in Multi-modal Code-Mixed Memes",pushpak bhattacharyya,3,145532184
Scalable Exploration for Online Learning to Rank with Perturbed Click Feedback,yiling jia,0,41035519
Scalable Exploration for Online Learning to Rank with Perturbed Click Feedback,hongning wang,1,2108883660
Determinantal Point Process Set Likelihood-Based Loss Functions for Sequential Recommendation,yuli liu,0,46400021
Determinantal Point Process Set Likelihood-Based Loss Functions for Sequential Recommendation,christian walder,1,3093246
Determinantal Point Process Set Likelihood-Based Loss Functions for Sequential Recommendation,lexing xie,2,33650938
Bias Mitigation for Toxicity Detection via Sequential Decisions,lu cheng,0,144842921
Bias Mitigation for Toxicity Detection via Sequential Decisions,ahmadreza mosallanezhad,1,1380253791
Bias Mitigation for Toxicity Detection via Sequential Decisions,yasin silva,2,2217032
Bias Mitigation for Toxicity Detection via Sequential Decisions,deborah hall,3,6944261
Bias Mitigation for Toxicity Detection via Sequential Decisions,huan liu,4,2146398099
Information Need Awareness: an EEG study,dominika michalkova,0,2175274808
Information Need Awareness: an EEG study,mario parra,1,1429103655
Information Need Awareness: an EEG study,yashar moshfeghi,2,2678472
Towards Explainable Search Results: A Listwise Explanation Generator,puxuan yu,0,51029950
Towards Explainable Search Results: A Listwise Explanation Generator,razieh rahimi,1,38543401
Towards Explainable Search Results: A Listwise Explanation Generator,james allan,2,121300608
KETCH: Knowledge Graph Enhanced Thread Recommendation in Healthcare Forums,limeng cui,0,3122003
